Name	Set	ImageFile	Rarity	Type	Attack	Defense	Movement	Charm	Energy	Skills	Requirements	Uses	Categories	Instructions
Princess Snake	Set_Two	card589,purple	Uncommon	Major Disaster	3	4	3	6					Holding, Illusion, Dimensional	Only Charm Attacks males. Charmed Characters drop all Items and Equipment and follow her until freed by Charm Attack >7. If she fails to Charm any males at a Location, she transforms and Attacks physically. If only females are present, she combats untransformed.
Raditz	Set_Two	card592,purple	Common	Major Disaster	7/9	7/12	3	3	4/0				Saiyan	Transforms if Full Moon is in play.
Raiichi & Zaakro	Set_Two	card593,purple	Common	Major Disaster			3						Alien, Illusion	Characters must play Rock/Scissors/Paper. Losers have no further action this turn and are Captured by R&Z for 2 turns. Streetwise Defeats.
Recoom	Set_Two	card594,purple	Common	Major Disaster	5	6	4						Alien, Freeza	Health = 14.
Sabre-toothed Tiger	Set_Two	card596,purple	Common	Major Disaster	3	3	3						Animal	
Tares	Set_Two	card601,purple	Rare	Major Disaster	5/11	6/12	3		4/0				Saiyan	Transforms if the Shinseiju Fruit is in play.
The Dead Zone	Set_Two	card602,purple	Uncommon	Major Disaster										Play on nearest non-Dimensional Location. All Characters without Strength within 2 Locations are Bonked. Magic & Streght defeats.
Vegeta	Set_Two	card607,purple	Uncommon	Major Disaster	8/11	9/13	3		5/0				Saiyan	Takes and uses Enhancements from Character(s) he defeats.
Acid Head	Set_Two	card611,purple	Uncommon	Minor Disaster	3		4						Alien, Freeza	Unless Held, Moves to 1 Location away from Character(s) with Item(s), and Attacks from there. Attacks for 3 rounds, then discard.
Asteroid Field	Set_Two	card616,purple	Uncommon	Minor Disaster										Discard all Planetary Vehicles in play unless Pilot x2 is present at Location with Vehicle.
Baby Saiyan	Set_Two	card619,purple	Rare	Minor Disaster	3/7	3/8	2/3	5/0					Saiyan	Transforms to Were-form (right hand Ability stats) if Full Moon is in play.
Catch Bubbles	Set_Two	card627,purple	Rare	Minor Disaster			5(+1*)							Steals 1 Item from nearest Character having an Item. Defeat by catching; this Character gets the Item and gains +1 Attack for the remainder of the game.
Demon Hordes	Set_Two	card633,purple	Uncommon	Minor Disaster									Demon, Horde	Play Off the Field. Attaches to first Demon, Horde or Undead Disaster that comes into Play. Disaster gets +2 to all Abilities.
Don't be a dummy	Set_Two	card638,purple	Common	Minor Disaster									Move	All non-flying Vehicles in play drop below the Location they are at, and the Characters owning them are Moved 1 Location to the left (i.e., flung from the seat by an insane driver).
Dr. Weelo	Set_Two	card639,purple	Rare	Minor Disaster	2/8	5/8	2/5						Mecha, Computer, Planetary	If Dr. Weelo is reduced to <3 Health, he transforms to Planetary Attack form with higher Damage & Movement Stats, and becomes a Major Disaster.
Dr. Weelo's Bio Men	Set_Two	card640,purple	Uncommon	Minor Disaster	3	5	3						Android, Horde	
Ebi-Furiya	Set_Two	card641,purple	Uncommon	Minor Disaster	5	6	3						Android	Each successful Attack by Ebi-Furiya reduces opponent's Movement by 1. If opponent's Movement drops to 0, opponent is frozen until freed by an Attack > 10 or Fire Element.
Excessive Gravity	Set_Two	card642,purple	Uncommon	Minor Disaster									Holding	Characters without Strength x2 Skill or Movement > 5 are rendered unable to Attack or Move for 2 turns.
Full Moon	Set_Two	card647,purple	Uncommon	Minor Disaster			4							Moves Once. All Saiyans in play transform to Were-form. Planetary & Attack > 3 or Attack > 7 to Defeat.
Goz	Set_Two	card651,purple	Common	Minor Disaster	3	4	2						Ogre	You may bribe Goz by giving him 1 Item or Equipment from a Character at his Location (he immediately takes a full Movement without attacking).
Guldo	Set_Two	card652,purple	Common	Minor Disaster	2	3	1						Alien, Freeza, Dimensional	Health = 2. If Guldo takes no damage for 2 rounds, two random Characters at the Location will have no action for the duration of Combat.
Homework	Set_Two	card655,purple	Common	Minor Disaster									Teacher, Holding	Play Off the Field. Students in play cannot move. Duration: 3 turns.
Hungry Dinosaur	Set_Two	card658,purple	Common	Minor Disaster	3	3	2						Animal	If you defeat this Disaster, you may keep it and use it as a Food card.
Ibuprofen And Quickly!	Set_Two	card659,purple	Uncommon	Minor Disaster										All Characters at this Location are -2 Defense against the next Combat Disaster they meet. If Medic Skill is present, they will only be -1 Defense.
Impending Doom	Set_Two	card660,purple	Uncommon	Minor Disaster										Draw until you get a Combat Disaster, then reshuffle your Draw pile, except the Disaster you just drew. That Disaster moves immediately to this Location and Attacks your group.
Kishiime	Set_Two	card664,purple	Common	Minor Disaster	5	6	3						Android	Speed required to Damage Kishiime.
Loner	Set_Two	card669,purple	Uncommon	Minor Disaster										Your most powerful Character at this Location must leave the Group and cannot act in combination with any other Character's until it is at a Location with Characters that have a combined Charm > 12.
Mez	Set_Two	card671,purple	Common	Minor Disaster			3						Ogre, Dimensional	Stops Moving if he passes a Location with Characters. Characters must each have Speed x2, Movement > 3, (or be in a Vehicle with Movement > 3) to leave Location. Then he starts Moving again.
Miso-Cutsun	Set_Two	card672,purple	Uncommon	Minor Disaster	4	6	3						Android, Shape Change	Attacks on Miso-Cutsun which do not do at least 1 Damage to Health, do 2 Damage to its Attacker's Health.
Mystery Foe	Set_Two	card674,purple	Rare	Minor Disaster										Allies with nearest Combat Disaster. That Disaster gets 2 Attacks per round during its next Combat.
No Help!	Set_Two	card676,purple	Uncommon	Minor Disaster										Play Off the Field. Duration = 2 turns. Characters can't join a Group they are not already in. Only 1 Character may enter the Field per Player per turn. No Group may help another in Scavenging or Combat.
Overload	Set_Two	card681,purple	Common	Minor Disaster										Nearest piece of Equipment is destroyed and Character carrying it is bonked. If multiple pieces of Equipment are equidistant, choose from among them randomly. Discard Disaster.
Property Damage	Set_Two	card684,purple	Uncommon	Minor Disaster		8	4							Moves 3 times. On third movement, it Destroys everything at that Location, then Discard.
Pterodactyl	Set_Two	card685,purple	Common	Minor Disaster	2	3	3						Animal, Flying Vehicle	If in Combat you reduce this Disaster's Health to exactly 0, you may use it as a Flying Vehicle which can carry up to 3 Characters with their Equipment.
Saibamen	Set_Two	card693,purple	Uncommon	Minor Disaster	4	5	1		3				Alien, Horde	Will Attack two Characters (if present) simultaneously (at full Damage), per round. Draw a Combat card for each Attack.
Shinseiju Tree	Set_Two	card694,purple	Rare	Minor Disaster										Moves to nearest non-Planetary, non-Dimensional Location. All Characters in play lose 2 Energy. Fire Element x2 or Priest x2 or Energy > 15 at this Location to defeat. If Tares comes into play and is defeated, discard this card.
Squeeeeeeeeeze!	Set_Two	card700,purple	Uncommon	Minor Disaster			3							Character with highest total Attack & Defense at this Location takes 5 Damage to its Health. If it survives, it is -3 Defense during its next combat.
The Pit	Set_Two	card707,purple	Common	Minor Disaster	3	3	2							Moves Once. Only 1 Character may combat this Disaster at a time.
Watch that 1st step...	Set_Two	card715,purple	Uncommon	Minor Disaster										Any Characters at this Location without Flying Skill immediately take 2 Damage directly to their Health. This damage does not heal until the end of the turn.
Willpower	Set_Two	card716,purple	Uncommon	Minor Disaster										Play Off the Field. The next 3 Disasters turned up are shuffled back into their owner's Draw Piles when they are Defeated, rather than being Discarded.
Zarbon	Set_Two	card719,purple	Rare	Minor Disaster	6/10	6/10	4	5/-1					Alien, Freeza	Transforms after 2 rounds of Physical Combat.
Back Kick / Sense of Wonder	Set_Two	card723,red	Uncommon	Combat										Add 3 to your Attack.Draw another Combat card.
Be with you... / Hangin' Around	Set_Two	card725,red	Common	Combat										Your Attack this round is 0. Add 1 to your Defense.
Bench Brawl / Tantrum	Set_Two	card726,red	Uncommon	Combat										Add 1 to your Attack, per Character at Location.
Berserk / Disco Groove	Set_Two	card727,red	Uncommon	Combat										Add 4 to your Attack. Subtract 2 from your Defense.
Confusion / Voyeur	Set_Two	card734,red	Promotional	Combat										Subtract 3 from your opponent's Attack.
Crushing Left / Say Cheese!	Set_Two	card735,red	Uncommon	Combat										Add 2 to your Attack.
Devastating Attack / Sinister Beauty	Set_Two	card738,red	Common	Combat		-2*								Subtract 2 from your Defense, 4 if opponent is Flying.
Double Blow / Gusto	Set_Two	card740,red	Common	Combat										1 additional Attack this round. Draw another Combat card.
Drop Kick / Sorrow	Set_Two	card741,red	Common	Combat										Add 3 to your Attack.
Films about gladiators / Dork	Set_Two	card744,red	Uncommon	Combat										Add 1 to your Attack.
Flying Kick / 15 Minutes	Set_Two	card745,red	Common	Combat										Add 1 to your Attack.
Fried / Lead Balloon	Set_Two	card746,red	Common	Combat										Subtract 4 from your Defense.
Grace / Poise	Set_Two	card749,red	Common	Combat										Subtract 2 from your Attack and Defense.
Gut Punch / Only a Mother	Set_Two	card750,red	Common	Combat										Add 2 to your Attack.
Head Butt / Sad Eyes	Set_Two	card752,red	Common	Combat										Add 3 to your Attack.
In my sights / Zen Experience	Set_Two	card753,red	Common	Combat										Add 3 to your Attack, 5 if you have Weapons.
Incoming! / Cowardice	Set_Two	card754,red	Common	Combat										Subtract 3 from your Defense.
Just A Trim / Say it, don't spray it!	Set_Two	card756,red	Common	Combat										Add 2 to your Defense.
Leg Sweep / Why, you little devil	Set_Two	card760,red	Common	Combat										Divide your opponent's Defense by 2.
Lunch Break / All Dressed Up	Set_Two	card761,red	Uncommon	Combat										Restore both you and your opponent's health to full.
Ooooh, I got me! / Tango	Set_Two	card763,red	Uncommon	Combat										Subtract your total Attack from your total Defense.
Pinned / Well, it's like this...	Set_Two	card767,red	Common	Combat										Subtract 2 from your Defense, 4 if opponent has Strength.
Pummel / What'd YOU have for lunch?	Set_Two	card768,red	Common	Combat										Add 4 to your Attack & 1 for every point of available Energy.
Screwed / Hero	Set_Two	card771,red	Uncommon	Combat										Divide your Defense by 3 for the rest of Combat.
Shock / Flowers	Set_Two	card773,red	Common	Combat										Your opponent gets an additional attack this Round.
Too much sun / Nabbed	Set_Two	card782,red	Common	Combat										Your Defense is 0.
Wild Swing / Begging for Mercy	Set_Two	card786,red	Common	Combat										Add 2 to your Attack. Subtract 2 from your Defense.
Yipes! / Happy 2 CU	Set_Two	card787,red	Common	Combat										Add 1 to your Defense.
